Datetime,user.screen_name,id_str,text,Sentiment,Known_Pumper,Price_Region,Inflection_Point
2021-03-25 17:50:13+00:00,UCitnow,1375142994920271872a,#RT @ldev117: RT @UCitnow: @ShortSqueezed1 @EVO9MRPLEASE $AXTG New intern CEO https://t.co/oCOI6nRC6G,0,0,1,
2021-03-25 17:50:48+00:00,UCitnow,1375143141058080768a,RT @UCitnow: #RT @ldev117: RT @UCitnow: @ShortSqueezed1 @EVO9MRPLEASE $AXTG New intern CEO https://t.co/oCOI6nRC6G,0,0,1,
2021-03-25 18:47:48+00:00,Rad7RR,1375157484063584261a,$AXTG Big OTC % Gainer!🚀🚀🚀,1,0,1,
2021-03-25 20:02:03+00:00,GetScanz,1375176172099747845a,"Today’s Top Penny Stock Gainers

$LTTGF $AXTG $SEVA $AFOM $DVLP $RGBPP $GNPK-WS $IMMP $ETFM

#pennystocks… https://t.co/nBJ2yCqTZF",1,0,1,
2021-03-25 20:02:48+00:00,christinebarnum,1375176361560604679a,"RT @GetScanz: Today’s Top Penny Stock Gainers

$LTTGF $AXTG $SEVA $AFOM $DVLP $RGBPP $GNPK-WS $IMMP $ETFM

#pennystocks #hotstocks #otcbb #…",1,0,1,
2021-03-25 20:28:14+00:00,CharlesMorriz,1375182761229684742a,"RT @GetScanz: Today’s Top Penny Stock Gainers

$LTTGF $AXTG $SEVA $AFOM $DVLP $RGBPP $GNPK-WS $IMMP $ETFM

#pennystocks #hotstocks #otcbb #…",1,0,1,
2021-03-26 14:32:41+00:00,jehause,1375455671689170953a,That is a great point! NFT is huge and $HMBL has all the tools in place to become a player. Shareholders have so ma… https://t.co/tIDWrRkVNa,1,0,1,1
2021-03-26 14:33:37+00:00,HiegerBrian,1375455908470386697a,RT @jehause: That is a great point! NFT is huge and $HMBL has all the tools in place to become a player. Shareholders have so many catalyst…,1,0,1,1
2021-03-26 14:36:29+00:00,soupbone1965,1375456626392596484a,RT @jehause: That is a great point! NFT is huge and $HMBL has all the tools in place to become a player. Shareholders have so many catalyst…,1,0,0,1
2021-03-26 14:36:32+00:00,LeifBierer,1375456640745369601a,RT @jehause: That is a great point! NFT is huge and $HMBL has all the tools in place to become a player. Shareholders have so many catalyst…,1,0,0,1
2021-03-26 15:59:30+00:00,jehause,1375477518128488452a,"Told you guys to put $HQGE on the radar. $EEENF is next. 

$EEIQ $WAFU $CLEU $FEDU $AFOM $SEVA $NNRX $AXTG $TGGI… https://t.co/UABB6cuZK6",1,0,0,1
2021-03-26 16:42:03+00:00,DaveWhitman12,1375488226283155456a,"RT @jehause: Told you guys to put $HQGE on the radar. $EEENF is next. 

$EEIQ $WAFU $CLEU $FEDU $AFOM $SEVA $NNRX $AXTG $TGGI $AURI $JZZI $…",1,0,0,
2021-03-26 16:45:24+00:00,LeifBierer,1375489071556923395a,"RT @jehause: Told you guys to put $HQGE on the radar. $EEENF is next. 

$EEIQ $WAFU $CLEU $FEDU $AFOM $SEVA $NNRX $AXTG $TGGI $AURI $JZZI $…",1,0,0,
2021-03-26 17:01:32+00:00,jehause,1375493132825944064a,"$HBML Will make us rich! ""If I would have bought it when it was blah blah blah."" Buy $HBML now and keep buying it.… https://t.co/mnlgA28Yrk",1,0,0,
2021-03-26 18:24:32+00:00,HilBilyHangdown,1375514019407163400a,"$msto huge running potential.  LOW FLOAT!! 
$HBML $EEIQ $WAFU $CLEU $FEDU $HQGE $LTNC $AFOM $SEVA $NNRX $AXTG $TGGI… https://t.co/YE7RnADEA7",1,0,0,
2021-03-26 18:46:40+00:00,HassanSof,1375519588235026437a,"RT @HilBilyHangdown: $msto huge running potential.  LOW FLOAT!! 
$HBML $EEIQ $WAFU $CLEU $FEDU $HQGE $LTNC $AFOM $SEVA $NNRX $AXTG $TGGI $A…",1,0,0,
2021-03-29 14:28:00+00:00,dieseld28,1376541655357095939a,$AXTG dip opp,1,0,1,
2021-03-29 16:36:50+00:00,dieseld28,1376574079726190593a,$AXTG,0,0,1,1
2021-03-29 19:12:03+00:00,UCitnow,1376613138947182593a,$AXTG We know filings are coming to this gem as the new intern CEO listed Friday is an accountant on a few other co… https://t.co/CZrAcVUgKw,1,0,1,1
2021-03-29 20:28:06+00:00,yoav60370,1376632278739255296a,$AXTG RE 🧐 https://t.co/jnjOQnYvLs,1,0,1,1
2021-03-29 20:35:46+00:00,OTCInstantRunna,1376634206558674947a,$AXTG class setup.,1,0,1,1
2021-03-29 20:36:07+00:00,Sternks1,1376634297684213760a,$AXTG Reinstated https://t.co/nWgaTbQgnJ,0,0,1,1
2021-03-29 20:40:52+00:00,Onlytakegold,1376635492825849859a,$AXTG https://t.co/HO9r9ub9pH,0,0,1,1
